customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0b0b949f-5cb5-4bb2-a52a-d2c464d70f21,Male,1,Yes,Yes,41,No,No,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),70.4,8608.7,Yes
0cc241ec-c72e-460f-9ba6-b4818bea3455,Female,0,No,Yes,14,No,No phone service,DSL,No internet service,Yes,No internet service,Yes,Yes,Yes,Two year,No,Credit card (automatic),106.61,1741.7,No
c9faf246-d64e-4208-9c2e-e0cb8127bfb6,Female,1,Yes,Yes,65,Yes,No,DSL,Yes,No,No,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),79.44,1121.23,Yes
1070f299-0e19-473b-b292-402d56a036d2,Male,0,No,Yes,37,No,Yes,Fiber optic,No internet service,No,Yes,No internet service,No internet service,Yes,One year,No,Mailed check,53.35,4333.48,Yes
37b7a51c-2d1b-437f-92cd-714cc4b6fa90,Male,1,Yes,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),96.71,3974.82,Yes
c934d1e2-aeef-41fb-8928-65e63295dbfa,Female,0,No,Yes,51,No,No phone service,No,No internet service,Yes,No internet service,No internet service,No,No internet service,Two year,Yes,Electronic check,30.83,6071.82,Yes
f71809fd-1491-468f-95cd-33a4edbf423c,Male,0,Yes,No,46,No,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,89.63,6935.95,Yes
fc187324-c1ea-4c75-967f-c4d99083fe72,Female,0,Yes,Yes,8,No,No,No,No,No,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,19.06,676.37,Yes
d571bdb6-4f7b-48ab-a707-472f4973e99e,Female,0,No,No,43,No,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,Yes,One year,No,Mailed check,87.09,5410.76,Yes
e9866a42-e1ea-4f11-9380-f4a83cb2d977,Male,0,Yes,No,14,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,No internet service,No,One year,Yes,Credit card (automatic),23.16,6634.54,Yes
b87ebf3c-96b9-4e11-8687-e24d513be4b8,Female,1,No,No,50,Yes,No phone service,No,No internet service,No,No internet service,No internet service,No,No,One year,No,Electronic check,80.35,7128.97,No
d54bb2c2-d627-4076-8e3e-032e4259d393,Female,1,Yes,No,19,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,Yes,No,Two year,Yes,Electronic check,21.3,6858.2,No
107528f1-aad9-41ab-8d72-145c97db00c7,Female,1,No,Yes,32,Yes,Yes,No,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Two year,No,Bank transfer (automatic),99.06,8763.62,Yes
df3e344e-494d-40f0-9722-f25aedd507ea,Male,1,Yes,Yes,49,No,No phone service,DSL,No internet service,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.34,2134.2,No
d698f327-5d5c-4c28-a00f-6b94e6674692,Male,0,No,No,53,Yes,No phone service,No,No internet service,No,No,Yes,No internet service,Yes,One year,Yes,Mailed check,56.29,5239.81,Yes
62758a05-e9b3-4e96-9247-72700a1dffd0,Female,0,Yes,Yes,43,No,No phone service,No,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,79.29,6861.34,Yes
6c5bf6bd-e263-40a8-a480-14716f57a097,Female,1,No,No,51,No,Yes,No,Yes,No internet service,No internet service,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),23.06,3503.39,No
590ffb9d-ad7d-4d08-99db-b698b99ba334,Female,0,No,Yes,15,Yes,Yes,No,No internet service,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),76.5,2113.56,No
0ee131f3-91e6-4295-9a30-53dc468d38cb,Female,0,Yes,Yes,17,No,No phone service,DSL,No,Yes,No,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),56.33,6480.51,Yes
db47b17b-d8a9-45cf-b37c-9f91678412dc,Female,0,No,Yes,13,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,Yes,Yes,One year,Yes,Credit card (automatic),87.46,5528.14,No
f8cf6a03-33b0-47de-b8fd-7b2aa64e2d00,Male,1,No,Yes,30,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),59.16,2995.09,No
59e3306d-bd14-4d22-97d8-a9f967c277f7,Female,0,No,Yes,25,No,Yes,No,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),89.79,2060.76,Yes
36956852-0aea-4ec2-af74-da0086a4cbb4,Male,1,No,Yes,69,No,Yes,No,No internet service,No,No internet service,No,No internet service,No,One year,Yes,Credit card (automatic),40.58,6330.83,No
201ab2a6-46f3-4b45-a9e3-f39bb81bd3b6,Female,1,No,Yes,5,No,No phone service,DSL,No internet service,Yes,No,Yes,No,No internet service,Two year,No,Bank transfer (automatic),115.42,5142.19,Yes
3f271384-9fc5-47c4-a027-d6e6abcc29c4,Female,1,No,No,44,No,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,Yes,One year,Yes,Mailed check,31.93,6451.43,Yes
d6f968b3-6e96-484d-8d8f-592fac0d7695,Female,0,No,Yes,12,No,No phone service,No,Yes,Yes,No,No internet service,No,Yes,Month-to-month,No,Mailed check,67.63,7911.72,No
86179500-eac2-4b71-a3c6-a5484f57e755,Female,0,Yes,Yes,5,Yes,No,No,No,No,No,Yes,No,No internet service,Two year,Yes,Credit card (automatic),95.93,4111.57,No
81f63f1b-240f-41d6-b30d-09cb9a0d6135,Male,1,No,Yes,25,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),35.97,7930.36,No
097b54c1-5ea1-4ed0-a64f-ce6c14690142,Male,0,Yes,No,40,Yes,No,DSL,No internet service,No,No,No internet service,Yes,No,Month-to-month,No,Electronic check,34.26,1054.8,Yes
8d7fb773-005b-4307-8073-8043900ac23f,Female,0,No,Yes,3,No,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No,Yes,Two year,Yes,Electronic check,85.49,1627.35,Yes
ebc68eaa-204c-4ae1-bf4d-73c91b74fd04,Female,0,Yes,Yes,5,Yes,No phone service,DSL,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),70.4,3839.63,No
6a7f60cb-cac8-4be9-af28-6989a1be59f0,Male,1,Yes,No,14,No,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,Yes,One year,Yes,Electronic check,106.61,6293.41,No
9fb17f2f-9ddd-4302-b16a-e07bf5f0d456,Female,0,No,Yes,70,No,No,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,Two year,No,Credit card (automatic),89.74,7497.43,No
cfdc95ad-6154-4d46-80c8-1eff3a516651,Female,1,Yes,Yes,65,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),81.58,8537.0,Yes
ea38658f-c53c-428b-b95a-d6ff95133eae,Male,1,No,Yes,13,Yes,No phone service,No,No,No internet service,No,No,No internet service,No,Two year,Yes,Bank transfer (automatic),94.46,1233.01,No
a046d597-5540-4bc6-8ac9-b06537387683,Female,0,No,No,27,Yes,No phone service,DSL,No,No internet service,No internet service,No,No internet service,No,One year,Yes,Bank transfer (automatic),51.62,5926.38,No
264c999a-750a-40a1-b9db-941537fdf9c7,Female,0,Yes,Yes,11,No,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No internet service,One year,No,Mailed check,100.56,6156.19,Yes
e229e3b1-9ff3-4d68-a218-fce2d33f99f0,Female,0,No,Yes,62,No,No phone service,No,No internet service,No internet service,No,No,No internet service,No internet service,One year,Yes,Credit card (automatic),68.54,6537.66,No
